Key Index-0 Index-T Lifetime ReportIndex CountStretch TimeStretch
13161767786084 35803733 57435708 21631975 58792960 1.04167 1.06274
28344926871914 18891211 28642798 9751587 29891584 1.04167 1.12806
28397956823153 35761834 43736125 7974291 46294016 1.125 1.32077
17819090998372 35753188 43778259 8025071 46294016 1.29167 1.31349
10784334580741 35728503 44352099 8623596 46294016 1.08333 1.22519
19392396124695 35720429 56648778 20928349 58792960 1.08333 1.10245
26096480345141 5983306 15412161 9428855 17049600 1.45833 1.17366
3906846067217 22400493 43651351 21250858 50792448 1.29167 1.33604
4798340141190 1638541 8975246 7336705 11228160 1.20833 1.30707
13100135147916 35688015 44836993 9148978 46294016 1.33333 1.15926
27020823056790 35683781 43554845 7871064 44295168 1.04167 1.09406
6970814727751 30059310 43684396 13625086 44295168 1.33333 1.04483
29498491494508 35638753 49289130 13650377 50792448 1.04167 1.11013
14897913715238 35631665 54056515 18424850 58792960 1.33333 1.25707
30512003876883 35630730 46544036 10913306 48569344 1.625 1.18558
9568845349803 21209544 37378673 16169129 37786624 1.04167 1.02523
8777536271768 35706990 43284923 7577933 44295168 1.08333 1.13331
32343993307196 16182649 29160435 12977786 29891584 1 1.05634
11510152911682 10017327 31176420 21159093 34057216 1.125 1.13615
26450091072941 35599641 50101257 14501616 50792448 1 1.04766
31975577877396 35589657 43206327 7616670 44295168 1.08333 1.14295
25852934374246 3964771 23255496 19290725 23336960 1 1.00422
12965453042746 35341276 45903681 10562405 46294016 1 1.03696
19652285398069 35548252 44818505 9270253 46294016 1.375 1.15917
25617876763115 35535368 49609618 14074250 50792448 1.04167 1.08404
15536353808348 35533609 52626835 17093226 58220544 2.70833 1.32725
25952896238412 35511460 44846143 9334683 46294016 1.04167 1.15511
34056853706889 35501713 43418086 7916373 44295168 1.125 1.11079
33135794222852 35501021 57335257 21834236 58792960 1.04167 1.06676
1119899552937 35469784 47341283 11871499 48569344 1.625 1.10345
12708582154675 35446601 49094466 13647865 50792448 1.04167 1.12441
20133710768370 35445819 57162783 21716964 58792960 1.04167 1.07506
4418745430393 47511061 56989251 9478190 57254912 1.16667 1.02803
3038376446766 35395720 45171423 9775703 46294016 1.375 1.11484
13207113619480 35393736 49893020 14499284 50792448 1 1.06203
12950507940902 35392090 49039564 13647474 50792448 1.04167 1.12844
17698139104394 35387883 50325421 14937538 58792960 1.125 1.56686
11903012295071 9642444 27453662 17811218 34057216 1.58333 1.37075
22826078607126 35357300 52248085 16890785 57254912 2.58333 1.29642
17824945210088 35292861 48939474 13646613 50792448 1.04167 1.13578
4450303217201 35286477 44363723 9077246 46294016 1.08333 1.21265
32900018583870 29058913 41019119 11960206 42181632 1.04167 1.0972
18835703422497 35275883 47676725 12400842 48569344 1 1.07198
2246187212636 35271647 51029489 15757842 57254912 2.70833 1.39507
2627276655179 35270493 56192697 20922204 58792960 1.125 1.12428
1589250775152 9881992 28417230 18535238 34057216 1.375 1.30428
961779933462 35300650 43064861 7764211 44295168 1.04167 1.15846
14879076777715 35241019 43671483 8430464 46294016 1.33333 1.31108
26474892176570 35228871 46485879 11257008 48569344 1.04167 1.18508
17750186002773 11525625 31469414 19943789 34057216 1.125 1.12975
21251394421090 56161208 64531283 8370075 65604608 1.04167 1.12823
9949012432658 3765271 18134126 14368855 18974720 1 1.0585
32384255282960 25688980 47211914 21522934 50792448 1.125 1.16636
28856640511847 12371712 31343630 18971918 34057216 1.125 1.14303
13226323127605 18284426 26174669 7890243 27643904 1.20833 1.18621
30215465487556 35153335 56776494 21623159 58792960 1.08333 1.09325
8828264832947 35143306 43113759 7970453 44295168 1.04167 1.14822
24190863432183 41295933 55853762 14557829 57254912 1.04167 1.09625
8286846808145 35140349 52028334 16887985 57254912 2.625 1.30948
31870815583591 35131946 43102318 7970372 44295168 1.04167 1.14966
2122193036244 45676435 63598999 17922564 65604608 1.125 1.1119
16960042423189 35120644 55962538 20841894 58792960 1.125 1.1358
8405423358196 35109324 47926781 12817457 48569344 1 1.05013
34410626627068 35069808 47383561 12313753 48569344 1.70833 1.0963
29340122800891 35059045 56975343 21916298 58792960 1.04167 1.08293
15914747876973 35057195 43168247 8111052 44295168 1.16667 1.13894
28920536146464 35026079 43645746 8619667 46294016 1.125 1.30724
25146097806385 35012735 45902972 10890237 46294016 1 1.03591
14703151339249 35009767 44920785 9911018 46294016 1.41667 1.13856
1329285565 1909693 9256616 7346923 11228160 1.125 1.26835
22006760875595 35005858 44337881 9332023 46294016 1.08333 1.20962
17077203009562 35005312 44337308 9331996 46294016 1.08333 1.20968
5746592726996 34955361 54468423 19513062 58792960 1.25 1.22162
24124458390985 27509287 47972217 20462930 50792448 1.125 1.13782
12184782343556 34945544 46570361 11624817 48569344 1.04167 1.17196
6671639560339 34924525 43999553 9075028 44295168 1 1.03257
15577756277251 34923805 43349192 8425387 44295168 1.04167 1.11228
3338096372549 34919168 42532717 7613549 44295168 1.125 1.23149
4794212672868 34918667 44829401 9910734 46294016 1.45833 1.14778
9032756458477 34912853 51146500 16233647 58792960 1 1.47103
27299545656167 34880723 42979786 8099063 44295168 1.04167 1.16241
14585684300696 24142588 38509852 14367264 40098816 1.04167 1.1106
17238367351269 34874704 55164328 20289624 58792960 1.16667 1.17884
15312931421958 33900825 43511912 9611087 46294016 1.08333 1.28947
12852399404585 7471050 14818210 7347160 17049600 1.16667 1.30371
27611024743192 17890690 33451644 15560954 42181632 1.04167 1.56102
33966692096851 29508988 51312950 21803962 58792960 1.29167 1.34306
22805630802973 34864600 56177024 21312424 58792960 1.08333 1.12274
3018534176688 42023260 56589393 14566133 57254912 1 1.04569
16245599757738 34858669 42969254 8110585 44295168 1.20833 1.16348
17905924297914 2845978 22304926 19458948 23336960 1.04167 1.05304
11329216326260 34823132 51563647 16740515 56844288 2.66667 1.31544
15126789829127 5106376 17185749 12079373 18974720 1.79167 1.1481
20871525419489 52894846 62076926 9182080 63218688 1.04167 1.12435
18612007095883 13800795 23209102 9408307 23336960 1 1.01359
32677345843604 36233344 50741939 14508595 58792960 1.16667 1.55491
23749170267472 34757214 48399379 13642165 48569344 1 1.01246
29560424500557 34730021 43873815 9143794 44295168 1.20833 1.04608
9525580648597 34720084 47933044 13212960 48569344 1 1.04816
29130212210427 34711751 49642545 14930794 58792960 1.125 1.61286
18488980873271 5746119 20410416 14664297 21101568 1.08333 1.04713
26611632781446 34685358 46307982 11622624 48569344 1.08333 1.19457
33249657371594 34682245 56140998 21458753 58792960 1.08333 1.12358
29400698902562 28221903 49688615 21466712 50792448 1.04167 1.05142
29930429181430 9340655 18402151 9061496 18974720 1 1.06319
8711497320868 40968951 50915850 9946899 52639744 1.04167 1.17331
35039180409052 34648672 49140541 14491869 50792448 1.04167 1.11399
28504541209437 34647679 54027203 19379524 58792960 1.29167 1.24592
6113100577489 34641764 46383916 11742152 48569344 1.75 1.18612
5659736282124 34640630 49132372 14491742 50792448 1.04167 1.11455
16029347368330 34640079 46262405 11622326 46294016 1 1.00272
22634294540721 34612018 43266495 8654477 44295168 1.25 1.11886
33129246712839 34601345 44502185 9900840 46294016 1.04167 1.18098
27190354377660 34545580 46556136 12010556 48569344 1.04167 1.16762
28582587249043 34539182 48370646 13831464 50792448 2.04167 1.17509
120161882534 7926106 28496616 20570510 34057216 1.25 1.27032
20033567605128 21890268 30111061 8220793 31781888 1.25 1.20324
12852381612637 34524457 50688889 16164432 54002688 2.25 1.20501
953826947222 20364268 36519429 16155161 37786624 1.125 1.07844
30780238718914 1314019 13612569 12298550 14877696 1.75 1.10287
10047899612409 34471422 44370904 9899482 46294016 1.04167 1.19426
10769494412484 10380553 28646372 18265819 34057216 1.375 1.29623
2622357275772 6174942 21470628 15295686 23336960 1.04167 1.12202
16314138245611 34616778 49108118 14491340 50792448 1.04167 1.11623
11459294858500 49892047 57557884 7665837 58792960 1.08333 1.16111
5236854897024 34409875 42516366 8106491 44295168 1.25 1.21943
34067730631223 34399321 49982802 15583481 50792448 1.08333 1.05196
5201551202902 34391007 51641166 17250159 57254912 2.54167 1.32543
17496906637438 34385896 53638553 19252657 58792960 1.29167 1.26772
13298990109628 29806545 38789239 8982694 40098816 1.33333 1.14579
21092866497821 34369340 46231795 11862455 46294016 1.04167 1.00525
12116618465574 6770242 16103955 9333713 17049600 1.33333 1.10131
8670271290093 34366595 44575191 10208596 46294016 1.04167 1.16837
20627804984782 29674054 37612155 7938101 37786624 1 1.02198
32925754793927 34349182 42769541 8420359 44295168 1.04167 1.18118
32018613942495 34343200 53595404 19252204 58792960 1.33333 1.26997
11454241094336 34749695 50981560 16231865 58792960 1 1.48124
1129759289724 34342000 44550599 10208599 46294016 1.04167 1.17078
31211411446560 10155175 18346183 8191008 18974720 1 1.07674
26372275745713 52543574 64774446 12230872 65604608 1.58333 1.06787
21285541991045 15560033 34608426 19048393 42181632 1.5 1.39758
19543637867395 34308042 42170760 7862718 44295168 1.125 1.27019
26838216702540 34304063 42724121 8420058 44295168 1.04167 1.18658
1936198569502 32487573 47821266 15333693 48569344 1 1.04879
34439014929411 23191701 31324224 8132523 35796992 1.45833 1.54999
21495712427167 34294453 55123916 20829463 58792960 1.16667 1.17615
9070275083136 34293717 46301674 12007957 48569344 1.08333 1.18885
28025448819737 25349617 34930539 9580922 35796992 1.33333 1.09044
5284287522241 15609391 26077831 10468440 27643904 1.54167 1.1496
26331242831823 34284243 52072667 17788424 58792960 1.83333 1.37779
16991479112100 54862179 63397695 8535516 65604608 1.08333 1.25856
34924474928904 35503080 56494161 20991081 58792960 1.08333 1.10951
633099290420 34254391 50988803 16734412 57254912 2.83333 1.37444
115599176298 16729383 25407432 8678049 27643904 1.08333 1.25772
21729099956534 40116300 55139282 15022982 57254912 2.04167 1.14083
33026276047824 51228407 60401389 9172982 61079552 1 1.07393
28636208210939 34210201 53336350 19126149 58792960 1.33333 1.2853
19473468297199 32270700 44644050 12373350 46294016 1.04167 1.13335
26695418945276 31707830 46004396 14296566 46294016 1.04167 1.02026
28392109850914 37383523 45827778 8444255 46294016 1.125 1.05521
3306119073941 34190540 49543704 15353164 50792448 1.04167 1.08133
7567075384014 5973329 19830023 13856694 21101568 1.83333 1.09176
30566463754213 31534211 45992693 14458482 46294016 1 1.02084
643240751180 34183893 46190932 12007039 46294016 1 1.00859
20155850477173 17409327 25879567 8470240 27643904 1.08333 1.2083
3567804733254 34149593 41757899 7608306 44295168 1.16667 1.33349
18028688568777 34148164 42567470 8419306 44295168 1.08333 1.20521
13552299603266 20726349 36336422 15610073 37786624 1.04167 1.0929
14399201424916 43212858 50930206 7717348 52639744 1.16667 1.22152
9487087708030 44513852 55133722 10619870 57254912 1.58333 1.19974
15239982712037 34123215 56049084 21925869 58792960 1.08333 1.12514
21719912901368 6332434 16532533 10200099 18974720 1.08333 1.23943
17141561629874 32413708 48353830 15940122 48569344 1 1.01352
4575924682545 34096466 45956577 11860111 46294016 1.45833 1.02845
34940469639780 34065493 49857937 15792444 50792448 1 1.05917
32079132771160 39876544 48227649 8351105 50792448 1.33333 1.30712
34380565537755 34059817 50219018 16159201 50792448 1.04167 1.03549
13665390046997 34048635 42153154 8104519 44295168 1.29167 1.2643
10939385856346 15754704 24354760 8600056 25829376 1.29167 1.17147
14499167170279 34047326 47873450 13826124 48569344 1.33333 1.05033
11468457040319 11138641 18504433 7365792 18974720 1.04167 1.06385
11881541075769 34037630 51464743 17427113 58494976 2.95833 1.40341
5281707429353 27085144 37578820 10493676 37786624 1 1.0198
15571426257287 34026420 43165090 9138670 44295168 1.29167 1.12366
7603289955731 39745486 50674005 10928519 50792448 1 1.01084
29796502203135 34015733 55861022 21845289 58792960 1.125 1.13421
27355262560432 34006902 47211932 13205030 48569344 1.04167 1.1028
9116642232041 34005181 54661503 20656322 58792960 1.16667 1.20001
9343332115840 33996215 49575285 15579070 50792448 1.16667 1.07813
21890430637342 33995615 50870900 16875285 57254912 2.875 1.37831
14037947399975 33994236 55917956 21923720 58792960 1.08333 1.13114
22112411584227 33989663 49340552 15350889 50792448 1.04167 1.09458
31796227985789 33978657 54882276 20903619 58792960 1.16667 1.18708
25817881663726 44735167 57849436 13114269 58792960 1.70833 1.07195
21705543005762 46440726 58625963 12185237 58792960 1.33333 1.0137
4991105584482 12053780 32283475 20229695 34057216 1.08333 1.08768
32290002391825 33928485 51004013 17075528 57254912 2.83333 1.36607
3337282982746 42667192 56135550 13468358 57254912 1.79167 1.08311
27955986263574 1895554 22311072 20415518 25829376 1.16667 1.17233
12574593164603 30085220 43679578 13594358 46294016 1.08333 1.19232
20589597395723 44226078 56316817 12090739 57254912 1 1.07759
28425689691041 49305926 63935192 14629266 65604608 1.04167 1.11411
19214212322992 33862590 42109937 8247347 44295168 1.08333 1.26496
360897675571 23777217 32529338 8752121 34057216 1.04167 1.17457
21347630123 33843691 44126933 10283242 44295168 1.25 1.01636
666921037212 19234264 40361037 21126773 42181632 1.08333 1.08617
5410260457229 33827677 49983369 16155692 50792448 1.08333 1.05008
31652226379856 12799549 20207293 7407744 23336960 1.20833 1.42249
22980580698471 53075925 63875929 10800004 65604608 1.54167 1.16006
26966562313895 33803581 45417800 11614219 46294016 1 1.07544
1272259963348 33778265 48697108 14918843 50792448 1.04167 1.14045
7907795276647 33773002 46159325 12386323 46294016 1 1.01087
26291673432622 42235760 57281274 15045514 58792960 1.5 1.10047
18219085244480 36986246 47214806 10228560 48569344 1.04167 1.13243
23777633929446 30708674 52048711 21340037 58792960 1.29167 1.31604
23917176102785 33730437 50973340 17242903 56844288 2.70833 1.34048
5931415980223 33719348 43328898 9609550 44295168 1.04167 1.10055
14789160158750 33705080 41795403 8090323 42181632 1 1.04774
9034566872724 33701498 51958546 18257048 58792960 1.625 1.37434
32626501060139 33363054 49578526 16215472 50792448 1 1.07486
13865363724778 7210829 22105821 14894992 23336960 1.04167 1.08265
1010612251052 33685853 50928192 17242339 56834048 2.70833 1.34252
35027038806444 33680813 48161701 14480888 50792448 1.08333 1.18167
31032261409159 34028563 44313888 10285325 46294016 1.54167 1.19252
24488917509172 12034213 27045226 15011013 27643904 1 1.03988
13894928586352 33650043 43543529 9893486 46294016 1.08333 1.27801
12759293439137 1447310 9881895 8434585 11228160 1.04167 1.15961
12160567670124 51503221 65292777 13789556 65604608 1 1.02261
4018529374878 33645447 41362466 7717019 42181632 1.08333 1.10615
20688659722833 23609275 40199133 16589858 42181632 1.20833 1.1195
11549833736423 33630892 46015834 12384942 46294016 1 1.02246
15239669763374 2383392 22584508 20201116 25829376 1.125 1.16063
7191936949238 11047945 25189178 14141233 34057216 1.16667 1.62711
10542378509528 33620932 53689449 20068517 58792960 1.25 1.2543
15478901077851 33592709 48231999 14639290 48569344 1.04167 1.02304
20727057365657 395452 18733471 18338019 25829376 1.45833 1.38695
17234569275587 33530500 47583939 14053439 48569344 1 1.07012
19455802923236 33525712 41107829 7582117 44295168 1.20833 1.42038
26030343321727 38222701 48460127 10237426 48569344 1 1.01067
28353998252475 33675778 49894261 16218483 50792448 1 1.05538
25476887356321 33489913 41244709 7754796 42181632 1.04167 1.12082
21428022518440 32232366 43496435 11264069 44295168 1.5 1.07091
10131856746127 33456616 54274935 20818319 58792960 1.20833 1.21702
5462859553978 36125285 44557858 8432573 46294016 1.08333 1.20589
30781000180705 12375339 24486926 12111587 25829376 1.04167 1.11084
23522008640866 35181478 53755467 18573989 58792960 1.375 1.27121
13015469156972 33442381 48593434 15151053 50792448 2.08333 1.14514
17650047546145 34856601 46600949 11744348 48569344 1.70833 1.1676
23082971086585 18070764 38844173 20773409 42181632 1.125 1.16066
22521177063319 33430728 43323003 9892275 44295168 1 1.09828
28335243187769 33430426 50851129 17420703 57254912 2.75 1.3676
16506893557952 1207357 12716590 11509233 18974720 1.20833 1.54375
18478182104061 33414179 54310411 20896232 58792960 1.20833 1.21451
30708829015543 47602790 61391183 13788393 63218688 1.91667 1.13254
19469157919937 35105065 42973228 7868163 44295168 1.08333 1.16801
12175566974930 33388581 44662356 11273775 46294016 1.625 1.14473
26563586588798 53369492 61723876 8354384 63218688 1.04167 1.17893
19107264622951 50826059 58776073 7950014 61079552 1.125 1.28975
22027923602207 33368953 41227839 7858886 42181632 1.04167 1.12136
10634025672600 9741373 17926229 8184856 18974720 1.04167 1.1281
16750419993639 19634933 34790230 15155297 42181632 1.08333 1.48771
3267556067377 8346869 23271834 14924965 23336960 1 1.00436
12828063642819 33304832 42560025 9255193 44295168 1.375 1.18748
13141414841698 11897384 20747868 8850484 21101568 1 1.03996
9438322697918 15972306 28947219 12974913 29891584 1 1.07278
11378822112524 33273449 53232603 19959154 58792960 1.29167 1.27859
12586771623591 31865193 39489487 7624294 40098816 1.04167 1.07992
8267123926140 1567552 11959495 10391943 14877696 1.08333 1.28081
15454812334653 33262709 53428322 20165613 58792960 1.25 1.26603
18617633811053 33258474 44499568 11241094 46294016 1.04167 1.15963
2609347434982 47825386 58809320 10983934 61079552 1.08333 1.20669
10415817815338 33122225 47171480 14049255 48569344 1.04167 1.0995
20501029061260 1061068 12193107 11132039 17049600 1.16667 1.43626
125150035397 35927889 46825231 10897342 48569344 1.04167 1.16005
31049423127002 12523253 26533225 14009972 27643904 1.75 1.07928
22945708555771 33237961 42242466 9004505 44295168 1.375 1.22796
5373497005608 33227735 49744046 16516311 50792448 1.08333 1.06348
17425471240717 33214204 53676814 20462610 58792960 1.25 1.25002
24532462173545 33207056 40922205 7715149 42181632 1.125 1.16324
32406682495458 33182490 40952976 7770486 42181632 1.125 1.15812
13338398944230 2578860 12797715 10218855 12808192 1.125 1.00103
21225604530887 20586215 35058228 14472013 35796992 1.125 1.05105
21738707188657 9044580 24418052 15373472 25829376 1.04167 1.0918
11591668049109 35245262 51050724 15805462 58792960 1.04167 1.48985
17092713036640 33131157 51043198 17912041 58792960 2.125 1.43266
30737410790137 39956348 47674192 7717844 48569344 1.04167 1.11598
30992038689569 33121120 50187583 17066463 57254912 2.95833 1.41411
27719386599320 33112989 45911808 12798819 46294016 1 1.02986
15368692918408 33099519 46296617 13197098 48569344 1.04167 1.17221
8973547623249 33983628 45988646 12005018 46294016 1 1.02544
19746467636097 33092307 54137419 21045112 58792960 1.20833 1.22122
19075473344920 35066541 53638826 18572285 58792960 1.375 1.27752
23977005889421 33027042 50801551 17774509 58160128 2.79167 1.414
21245456678479 33021253 45840107 12818854 46294016 1.54167 1.03541
15372962386620 33019624 44747857 11728233 46294016 1.66667 1.13183
27391616095973 18616139 34616351 16000212 42181632 1 1.47282
23214616969650 33018541 40598206 7579665 42181632 1.125 1.2089
9928724876754 6811672 19237872 12426200 21101568 1.83333 1.14998
19834697526218 23267411 30754049 7486638 31781888 1.08333 1.13729
11768987368596 33006000 41016198 8010198 42181632 1.16667 1.14549
28280518130031 29998176 47554339 17556163 48569344 1.04167 1.05781
5329162092899 16140894 37196897 21056003 42181632 1.20833 1.23674
25034684556446 32980134 48313948 15333814 48569344 1 1.01666
18964521086778 32975553 40554862 7579309 42181632 1.125 1.21463
20866410054134 32972397 43250040 10277643 44295168 1.41667 1.10169
24542814283975 18124456 31134153 13009697 31781888 1 1.04979
16417267579096 46252260 63117998 16865738 63218688 1 1.00597
18953954699139 582442 14394073 13811631 14877696 1 1.03502
28953203041846 30020129 37858920 7838791 40098816 1.125 1.28575
9949705510141 32929721 54759431 21829710 58792960 1.16667 1.18477
2028621572461 46340767 58525403 12184636 58792960 1.41667 1.02196
18172112106127 7366385 16457443 9091058 17049600 1.25 1.06514
25098297544524 33823055 43146416 9323361 44295168 1.04167 1.12321
29322045790386 42973059 57118407 14145348 58792960 1.04167 1.11838
22627901765129 32861173 47333867 14472694 48569344 1.04167 1.08537
30977500840160 32845621 42449159 9603538 44295168 1.04167 1.19222
13398036185585 2752048 22674960 19922912 25829376 1.125 1.15833
5643163902569 4609982 14772012 10162030 14877696 1 1.0104
10789354276977 25789503 39333460 13543957 42181632 1.08333 1.21029
9984532269444 32828673 41889037 9060364 44295168 1.08333 1.26557
5430176679056 33933505 42696853 8763348 44295168 1.33333 1.18239
9742702374969 34648978 55220074 20571096 58792960 1.16667 1.17368
10190065406403 25322208 36974356 11652148 37786624 1.58333 1.06971
17413372210525 35313417 44647137 9333720 46294016 1.04167 1.17644
33165710443355 32810880 49528180 16717300 50792448 1.125 1.07563
15989803982137 32804307 41627936 8823629 42181632 1 1.06275
26579351841745 12684030 23711059 11027029 25829376 1.66667 1.1921
32389952684890 33147036 43037021 9889985 44295168 1.04167 1.12721
32186160667292 32778754 40634483 7855729 42181632 1.08333 1.19695
1817020277285 4218553 17769319 13550766 18974720 1.04167 1.08895
14960464497326 41768482 51720966 9952484 52639744 1 1.09232
2993462115163 49166660 63955036 14788376 65604608 1.95833 1.11155
470798865497 9136699 16595663 7458964 18974720 1.125 1.31895
18715410023608 35703675 54973146 19269471 58792960 1.20833 1.19823
14087817384807 17365816 27404963 10039147 29891584 1.08333 1.24769
7437866195570 7810531 23152293 15341762 23336960 1 1.01204
33957056978073 8607870 16232595 7624725 17049600 1.04167 1.10715
6432379435439 32717041 53436472 20719431 58792960 1.25 1.25852
27042326849710 32714439 42600163 9885724 44295168 1.04167 1.17146
32220818077320 42821210 57832943 15011733 58792960 1 1.06395
21775821284945 33889262 47092925 13203663 48569344 1.04167 1.11182
29203682862391 32695066 48470537 15775471 48569344 1 1.00626
5901288995162 40019883 55433985 15414102 57254912 1.04167 1.11813
9876365724458 4668767 19075145 14406378 21101568 1.04167 1.14066
28750667988662 32688010 41330038 8642028 42181632 1.20833 1.09854
24879853966332 32680096 40242686 7562590 42181632 1.125 1.25639
34539468016328 32676373 53919772 21243399 58792960 1.20833 1.2294
4789737475576 32674882 40530013 7855131 42181632 1.08333 1.21026
4914026736648 32673858 40303330 7629472 42181632 1.125 1.24619
4932869746778 32673255 51648853 18975598 58792960 1.5 1.37649
29197202829449 32666442 41191961 8525519 42181632 1.20833 1.11608
16214792282045 32895957 42783727 9887770 44295168 1.04167 1.15286
35127151350356 37840871 46516088 8675217 48569344 1.33333 1.23668
10949462236315 3415283 19675790 16260507 21101568 1.125 1.08768
20575808411337 24371319 40039244 15667925 42181632 1.04167 1.13674
30289534335720 32644305 47114364 14470059 48569344 1.04167 1.10055
28014269461909 32640051 54316303 21676252 58792960 1.16667 1.20652
25474524227541 32635368 47970246 15334878 48569344 1 1.03907
25954095729299 32634766 47969660 15334894 48569344 1 1.03911
11182755127412 32624526 52678702 20054176 58792960 1.33333 1.30489
13316638936102 51890781 60203679 8312898 61079552 1.16667 1.10536
34816663996371 30270572 47650148 17379576 48569344 1.04167 1.05289
2217110031276 32617534 46923993 14306459 48569344 1.95833 1.11501
19742766536807 9583620 17321685 7738065 18974720 1.08333 1.21362
23180387913779 14894118 23971145 9077027 25829376 1.41667 1.20472
11637339870390 32599307 47068508 14469201 48569344 1.04167 1.10373
16293188649762 32597193 44590142 11992949 46294016 1.04167 1.14207
30518349218128 32594423 45967799 13373376 48569344 2 1.19453
29205792988330 32583705 42224056 9640351 44295168 1.45833 1.21484
17044345602046 30680371 46862766 16182395 48569344 1 1.10546
11988166181153 32568848 43835012 11266164 44295168 1.45833 1.04084
27512427012577 19228249 30924404 11696155 31781888 1.58333 1.07331
30489007945708 32523274 40933700 8410426 42181632 1.04167 1.14838
18436386102968 32513808 41154914 8641106 42181632 1.25 1.11882
16928663708269 32512459 43747325 11234866 46294016 1.08333 1.22668
30447413377374 42123810 51792812 9669002 52639744 1 1.08759
29937353232303 32506645 47840379 15333734 48569344 1 1.04754
18086119569867 30741936 52613995 21872059 58792960 1.25 1.2825
19373747967631 32494106 40206088 7711982 42181632 1.20833 1.25617
20400896447935 32492702 52441175 19948473 58792960 1.33333 1.31841
34559684035831 32491208 51031899 18540691 58792960 1.66667 1.4186
5141544010658 22973269 31308011 8334742 31781888 1 1.05686
7920379324112 51098429 62844837 11746408 63218688 1 1.03183
20770071733313 32453824 46072507 13618683 46294016 1 1.01627
9292824873691 45153906 58891284 13737378 61079552 1.04167 1.15929
11731228528919 36163534 43894432 7730898 46294016 1.20833 1.31039
10145152448548 14395899 32174603 17778704 34057216 1.125 1.10589
11517483507716 884556 8148844 7264288 11228160 1.20833 1.4239
9502536151826 32401189 51373775 18972586 58792960 1.5 1.39105
