Key Index-0 Index-T Lifetime ReportIndex CountStretch TimeStretch
34924474928904 35503080 56494161 20991081 58955776 1.08333 1.11727
633099290420 34254391 50988803 16734412 56992768 2.79167 1.35878
115599176298 16729383 25407432 8678049 27497472 1.08333 1.24084
21729099956534 40116300 55139282 15022982 56992768 2 1.12338
33026276047824 51228407 60401389 9172982 61177856 1 1.08465
28636208210939 34210201 53336350 19126149 58955776 1.375 1.29381
19473468297199 32270700 44644050 12373350 46415872 1.04167 1.1432
26695418945276 31707830 46004396 14296566 46415872 1.08333 1.02878
28392109850914 37383523 45827778 8444255 46415872 1.16667 1.06964
3306119073941 34190540 49543704 15353164 50934784 1.04167 1.09061
7567075384014 5973329 19830023 13856694 21052416 1.83333 1.08822
30566463754213 31534211 45992693 14458482 46415872 1 1.02927
643240751180 34183893 46190932 12007039 46415872 1 1.01873
20155850477173 17409327 25879567 8470240 27497472 1.04167 1.19101
3567804733254 34149593 41757899 7608306 42174464 1 1.05475
18028688568777 34148164 42567470 8419306 44146688 1.04167 1.18757
13552299603266 20726349 36336422 15610073 38159360 1.04167 1.11678
14399201424916 43212858 50930206 7717348 52505600 1.16667 1.20414
9487087708030 44513852 55133722 10619870 56992768 1.54167 1.17505
15239982712037 34123215 56049084 21925869 58955776 1.125 1.13257
21719912901368 6332434 16532533 10200099 16889856 1 1.03503
17141561629874 32413708 48353830 15940122 50934784 1.5 1.16192
4575924682545 34096466 45956577 11860111 46415872 1.5 1.03873
34940469639780 34065493 49857937 15792444 50934784 1 1.06819
32079132771160 39876544 48227649 8351105 48480256 1.08333 1.03025
34380565537755 34059817 50219018 16159201 50934784 1.04167 1.04429
13665390046997 34048635 42153154 8104519 44146688 1.25 1.24598
10939385856346 15754704 24354760 8600056 25348096 1.25 1.1155
14499167170279 34047326 47873450 13826124 48480256 1.20833 1.04389
11468457040319 11138641 18504433 7365792 18934784 1.04167 1.05843
11881541075769 34037630 51464743 17427113 58041344 2.83333 1.37738
5281707429353 27085144 37578820 10493676 38159360 1 1.05532
15571426257287 34026420 43165090 9138670 44146688 1.29167 1.10741
7603289955731 39745486 50674005 10928519 52505600 1.04167 1.1676
29796502203135 34015733 55861022 21845289 58955776 1.125 1.14167
27355262560432 34006902 47211932 13205030 48480256 1.04167 1.09605
9116642232041 34005181 54661503 20656322 58955776 1.20833 1.20789
9343332115840 33996215 49575285 15579070 50934784 1.20833 1.08726
21890430637342 33995615 50870900 16875285 56338432 2.70833 1.324
14037947399975 33994236 55917956 21923720 58955776 1.125 1.13856
22112411584227 33989663 49340552 15350889 50934784 1.04167 1.10385
31796227985789 33978657 54882276 20903619 58955776 1.16667 1.19487
25817881663726 44735167 57849436 13114269 58955776 1.75 1.08436
21705543005762 46440726 58625963 12185237 58955776 1.45833 1.02707
4991105584482 12053780 32283475 20229695 34013184 1.08333 1.0855
32290002391825 33928485 51004013 17075528 56338432 2.58333 1.3124
3337282982746 42667192 56135550 13468358 56992768 1.70833 1.06365
27955986263574 1895554 22311072 20415518 25348096 1.125 1.14876
12574593164603 30085220 43679578 13594358 46415872 1.08333 1.20128
20589597395723 44226078 56316817 12090739 56992768 1 1.05591
28425689691041 49305926 63935192 14629266 65642496 1.04167 1.1167
19214212322992 33862590 42109937 8247347 42174464 1 1.00782
360897675571 23777217 32529338 8752121 35863552 1.125 1.38096
21347630123 33843691 44126933 10283242 44146688 1.125 1.00192
666921037212 19234264 40361037 21126773 42174464 1.08333 1.08584
5410260457229 33827677 49983369 16155692 50934784 1.08333 1.05889
31652226379856 12799549 20207293 7407744 21052416 1.08333 1.11409
22980580698471 53075925 63875929 10800004 65642496 1.58333 1.16357
26966562313895 33803581 45417800 11614219 48480256 1.08333 1.26368
1272259963348 33778265 48697108 14918843 50934784 1.04167 1.14999
7907795276647 33773002 46159325 12386323 46415872 1 1.02071
26291673432622 42235760 57281274 15045514 58955776 1.875 1.1113
18219085244480 36986246 47214806 10228560 48480256 1.04167 1.12372
23777633929446 30708674 52048711 21340037 58955776 1.29167 1.32367
23917176102785 33730437 50973340 17242903 56992768 2.75 1.3491
5931415980223 33719348 43328898 9609550 44146688 1 1.0851
14789160158750 33705080 41795403 8090323 44146688 1.125 1.29063
9034566872724 33701498 51958546 18257048 58955776 1.625 1.38326
32626501060139 33363054 49578526 16215472 58955776 1 1.57829
13865363724778 7210829 22105821 14894992 25348096 1.08333 1.21768
1010612251052 33685853 50928192 17242339 50934784 1 1.00038
35027038806444 33680813 48161701 14480888 48480256 1 1.022
31032261409159 34028563 44313888 10285325 46415872 1.54167 1.20437
24488917509172 12034213 27045226 15011013 27497472 1 1.03013
13894928586352 33650043 43543529 9893486 44146688 1 1.06097
12759293439137 1447310 9881895 8434585 11108352 1.04167 1.14541
4018529374878 33645447 41362466 7717019 42174464 1.08333 1.10522
20688659722833 23609275 40199133 16589858 42174464 1.20833 1.11907
11549833736423 33630892 46015834 12384942 48480256 1.08333 1.19899
15239669763374 2383392 22584508 20201116 25348096 1.125 1.1368
7191936949238 11047945 25189178 14141233 25348096 1 1.01124
10542378509528 33620932 53689449 20068517 58955776 1.25 1.26242
15478901077851 33592709 48231999 14639290 48480256 1.04167 1.01696
20727057365657 395452 18733471 18338019 25348096 1.41667 1.36071
17234569275587 33530500 47583939 14053439 48480256 1 1.06378
19455802923236 33525712 41107829 7582117 42174464 1.08333 1.14068
26030343321727 38222701 48460127 10237426 50934784 1.08333 1.24173
28353998252475 33675778 49894261 16218483 50934784 1 1.06416
25476887356321 33489913 41244709 7754796 42174464 1.04167 1.11989
21428022518440 32232366 43496435 11264069 44146688 1.5 1.05773
10131856746127 33456616 54274935 20818319 58955776 1.20833 1.22484
5462859553978 36125285 44557858 8432573 46415872 1.08333 1.22034
30781000180705 12375339 24486926 12111587 25348096 1 1.0711
23522008640866 35181478 53755467 18573989 58955776 1.375 1.27998
13015469156972 33442381 48593434 15151053 50934784 2.125 1.15453
17650047546145 34856601 46600949 11744348 48480256 1.70833 1.16002
23082971086585 18070764 38844173 20773409 42174464 1.125 1.16032
22521177063319 33430728 43323003 9892275 44146688 1 1.08327
28335243187769 33430426 50851129 17420703 56992768 2.625 1.35255
16506893557952 1207357 12716590 11509233 16889856 1.125 1.3626
18478182104061 33414179 54310411 20896232 58955776 1.20833 1.22231
30708829015543 47602790 61391183 13788393 63384576 1.95833 1.14457
19469157919937 35105065 42973228 7868163 44146688 1.04167 1.14914
12175566974930 33388581 44662356 11273775 46415872 1.625 1.15554
26563586588798 53369492 61723876 8354384 63384576 1.08333 1.19878
19107264622951 50826059 58776073 7950014 58955776 1 1.0226
22027923602207 33368953 41227839 7858886 42174464 1.04167 1.12045
10634025672600 9741373 17926229 8184856 18934784 1.04167 1.12322
30404693228133 37848242 58806679 20958437 58955776 1 1.00711
16750419993639 19634933 34790230 15155297 42174464 1.08333 1.48724
3267556067377 8346869 23271834 14924965 25348096 1.04167 1.13911
12828063642819 33304832 42560025 9255193 44146688 1.375 1.17143
13141414841698 11897384 20747868 8850484 21052416 1 1.03441
9438322697918 15972306 28947219 12974913 29631488 1 1.05274
11378822112524 33273449 53232603 19959154 58955776 1.29167 1.28674
12586771623591 31865193 39489487 7624294 40365056 1.04167 1.11484
8267123926140 1567552 11959495 10391943 13137920 1.04167 1.1134
15454812334653 33262709 53428322 20165613 58955776 1.29167 1.2741
18617633811053 33258474 44499568 11241094 46415872 1.04167 1.17047
2609347434982 47825386 58809320 10983934 61177856 1.08333 1.21564
10415817815338 33122225 47171480 14049255 48480256 1.04167 1.09316
20501029061260 1061068 12193107 11132039 15195136 1.08333 1.26967
125150035397 35927889 46825231 10897342 48480256 1.04167 1.15187
31049423127002 12523253 26533225 14009972 27497472 1.375 1.06883
22945708555771 33237961 42242466 9004505 44146688 1.375 1.21147
5373497005608 33227735 49744046 16516311 50934784 1.125 1.07209
17425471240717 33214204 53676814 20462610 58955776 1.25 1.25798
24532462173545 33207056 40922205 7715149 42174464 1.125 1.16231
32406682495458 33182490 40952976 7770486 42174464 1.125 1.1572
13338398944230 2578860 12797715 10218855 13137920 1.33333 1.03329
21225604530887 20586215 35058228 14472013 35863552 1.16667 1.05565
21738707188657 9044580 24418052 15373472 25348096 1 1.0605
11591668049109 35245262 51050724 15805462 58955776 1.04167 1.50015
17092713036640 33131157 51043198 17912041 58955776 2.75 1.44175
30737410790137 39956348 47674192 7717844 48480256 1.04167 1.10444
30992038689569 33121120 50187583 17066463 50934784 1.04167 1.04378
27719386599320 33112989 45911808 12798819 46415872 1 1.03938
15368692918408 33099519 46296617 13197098 46415872 1 1.00904
8973547623249 33983628 45988646 12005018 46415872 1 1.03559
19746467636097 33092307 54137419 21045112 58955776 1.20833 1.22895
19075473344920 35066541 53638826 18572285 58955776 1.375 1.28628
23977005889421 33027042 50801551 17774509 58578944 3 1.43756
21245456678479 33021253 45840107 12818854 46415872 1.58333 1.04492
15372962386620 33019624 44747857 11728233 46415872 1.70833 1.14222
27391616095973 18616139 34616351 16000212 42174464 1 1.47238
23214616969650 33018541 40598206 7579665 42174464 1.125 1.20796
9928724876754 6811672 19237872 12426200 21052416 1.83333 1.14603
19834697526218 23267411 30754049 7486638 31648768 1.08333 1.11951
11768987368596 33006000 41016198 8010198 42174464 1.16667 1.1446
28280518130031 29998176 47554339 17556163 50934784 1.29167 1.19255
5329162092899 16140894 37196897 21056003 42174464 1.20833 1.2364
25034684556446 32980134 48313948 15333814 50934784 2.16667 1.17092
18964521086778 32975553 40554862 7579309 44146688 1.25 1.4739
20866410054134 32972397 43250040 10277643 44146688 1.41667 1.08724
24542814283975 18124456 31134153 13009697 31648768 1 1.03956
16417267579096 46252260 63117998 16865738 63384576 1 1.01581
18953954699139 582442 14394073 13811631 15195136 1 1.058
28953203041846 30020129 37858920 7838791 40365056 1.125 1.31971
9949705510141 32929721 54759431 21829710 58955776 1.16667 1.19223
2028621572461 46340767 58525403 12184636 58955776 1.5 1.03532
18172112106127 7366385 16457443 9091058 16889856 1.20833 1.04756
25098297544524 33823055 43146416 9323361 44146688 1.04167 1.10729
29322045790386 42973059 57118407 14145348 58955776 1.04167 1.12989
22627901765129 32861173 47333867 14472694 48480256 1 1.07921
30977500840160 32845621 42449159 9603538 44146688 1.04167 1.17676
13398036185585 2752048 22674960 19922912 25348096 1.125 1.13417
5643163902569 4609982 14772012 10162030 23252992 1.29167 1.83458
10789354276977 25789503 39333460 13543957 40365056 1 1.07617
9984532269444 32828673 41889037 9060364 42174464 1 1.0315
5430176679056 33933505 42696853 8763348 44146688 1.29167 1.16544
9742702374969 34648978 55220074 20571096 58955776 1.16667 1.1816
10190065406403 25322208 36974356 11652148 38159360 1.625 1.1017
17413372210525 35313417 44647137 9333720 46415872 1.04167 1.1895
33165710443355 32810880 49528180 16717300 50934784 1.125 1.08414
15989803982137 32804307 41627936 8823629 44146688 1.08333 1.28546
26579351841745 12684030 23711059 11027029 25348096 1.625 1.14846
32389952684890 33147036 43037021 9889985 44146688 1.04167 1.1122
32186160667292 32778754 40634483 7855729 42174464 1.08333 1.19603
1817020277285 4218553 17769319 13550766 18934784 1.04167 1.08601
14960464497326 41768482 51720966 9952484 52505600 1 1.07884
2993462115163 49166660 63955036 14788376 65642496 1.95833 1.11411
470798865497 9136699 16595663 7458964 16889856 1 1.03944
18715410023608 35703675 54973146 19269471 58955776 1.25 1.20668
14087817384807 17365816 27404963 10039147 27497472 1 1.00921
7437866195570 7810531 23152293 15341762 23252992 1 1.00656
33957056978073 8607870 16232595 7624725 18934784 1.125 1.3544
6432379435439 32717041 53436472 20719431 58955776 1.25 1.26638
27042326849710 32714439 42600163 9885724 44146688 1.04167 1.15644
32220818077320 42821210 57832943 15011733 58955776 1 1.0748
21775821284945 33889262 47092925 13203663 48480256 1.04167 1.10507
29203682862391 32695066 48470537 15775471 48480256 1 1.00062
5901288995162 40019883 55433985 15414102 56992768 1.04167 1.10113
9876365724458 4668767 19075145 14406378 21052416 1.04167 1.13725
28750667988662 32688010 41330038 8642028 42174464 1.20833 1.09771
24879853966332 32680096 40242686 7562590 42174464 1.125 1.25544
34539468016328 32676373 53919772 21243399 58955776 1.20833 1.23706
4789737475576 32674882 40530013 7855131 42174464 1.08333 1.20935
4914026736648 32673858 40303330 7629472 42174464 1.125 1.24525
4932869746778 32673255 51648853 18975598 58955776 1.5 1.38507
29197202829449 32666442 41191961 8525519 42174464 1.20833 1.11524
16214792282045 32895957 42783727 9887770 44146688 1.04167 1.13784
35127151350356 37840871 46516088 8675217 48480256 1.33333 1.22641
10949462236315 3415283 19675790 16260507 21052416 1.125 1.08466
20575808411337 24371319 40039244 15667925 42174464 1.04167 1.13628
30289534335720 32644305 47114364 14470059 48480256 1.04167 1.09439
28014269461909 32640051 54316303 21676252 58955776 1.16667 1.21403
25474524227541 32635368 47970246 15334878 58955776 1.08333 1.71638
25954095729299 32634766 47969660 15334894 58955776 1.08333 1.71641
11182755127412 32624526 52678702 20054176 58955776 1.33333 1.31301
13316638936102 51890781 60203679 8312898 61177856 1.16667 1.11719
34816663996371 30270572 47650148 17379576 48480256 1.04167 1.04776
2217110031276 32617534 46923993 14306459 48480256 1.91667 1.10878
19742766536807 9583620 17321685 7738065 18934784 1.08333 1.20846
23180387913779 14894118 23971145 9077027 25348096 1.33333 1.1517
11637339870390 32599307 47068508 14469201 48480256 1.04167 1.09757
16293188649762 32597193 44590142 11992949 46415872 1.04167 1.15223
30518349218128 32594423 45967799 13373376 46415872 1.16667 1.0335
29205792988330 32583705 42224056 9640351 44146688 1.45833 1.19944
17044345602046 30680371 46862766 16182395 48480256 1 1.09995
11988166181153 32568848 43835012 11266164 44146688 1.41667 1.02766
27512427012577 19228249 30924404 11696155 31648768 1.54167 1.06193
30489007945708 32523274 40933700 8410426 42174464 1.04167 1.14753
18436386102968 32513808 41154914 8641106 42174464 1.25 1.11799
16928663708269 32512459 43747325 11234866 46415872 1.08333 1.23752
30447413377374 42123810 51792812 9669002 52505600 1 1.07372
29937353232303 32506645 47840379 15333734 50934784 1.08333 1.2018
18086119569867 30741936 52613995 21872059 58955776 1.25 1.28995
19373747967631 32494106 40206088 7711982 42174464 1.20833 1.25524
20400896447935 32492702 52441175 19948473 58955776 1.33333 1.32657
34559684035831 32491208 51031899 18540691 58955776 1.66667 1.42738
5141544010658 22973269 31308011 8334742 31648768 1 1.04088
7920379324112 51098429 62844837 11746408 65642496 1.08333 1.23817
20770071733313 32453824 46072507 13618683 46415872 1 1.02521
9292824873691 45153906 58891284 13737378 58955776 1 1.00469
11731228528919 36163534 43894432 7730898 44146688 1.04167 1.03263
10145152448548 14395899 32174603 17778704 34013184 1.125 1.10341
11517483507716 884556 8148844 7264288 11108352 1.16667 1.40741
9502536151826 32401189 51373775 18972586 58955776 1.54167 1.39963
11861078248157 32385815 42269592 9883777 44146688 1.04167 1.18992
